STATE,STATEFP,COUNTYFP,COUNTYNAME,PLACEFP,PLACENS,PLACENAME,TYPE,CLASSFP,FUNCSTAT
PA,42,13,Blair County,3904,2805465,Bald Eagle CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,4832,2805466,Beavertown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,5384,1214940,Bellwood borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,7272,2805467,Blue Knob CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,9196,2805468,Brooks Mill CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,11088,2805469,Canan Station CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,11136,2805471,Canoe Creek CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,11492,2807041,Carson Valley CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,12768,2805474,Charlottsville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,13728,2805475,Clappertown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,13992,2389329,Claysburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,16432,2805479,Cotton Town CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,16590,2805480,Cove Forge CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,17368,2805481,Cross Keys CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,17624,2805482,Culp CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,17784,2805483,Curryville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,20214,2805485,Dumb Hundred CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,20248,1214941,Duncansville borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,20752,2805490,East Altoona CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,21176,2631260,East Freedom CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,21808,2805491,East Sharpsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,22776,2805492,Elberta CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,22856,2805493,Eldorado CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,26036,2805496,Fisherville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,26488,2630007,Foot of Ten CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,26776,2805498,Fort Fetter CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,26976,2805499,Fostoria CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,27517,2805500,Franklin Forge CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,27592,2805501,Frankstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,27641,2807043,Fredericksburg CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,13,Blair County,27976,2805503,Friesville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,28360,2805505,Ganister CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,28696,2805506,Geeseytown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,30628,2805508,Gray CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,30704,2630012,Grazierville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,31368,2630602,Greenwood CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,33888,2805510,Henrietta CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,35224,1214942,Hollidaysburg borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,35500,2807048,Homewood at Martinsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,37136,2805513,Ironville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,38514,2807049,Jugtown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,38632,2805514,Juniata Gap CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,40072,2805516,Klahr CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,40992,2628809,Lakemont CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,41580,2805517,Larke CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,42136,2805518,Leamersville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,43628,2805519,Linds Crossing CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,44632,2805520,Loop CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,46240,2805522,McKee CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,47872,1214943,Martinsburg borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,47880,2805521,Martinsburg Junction CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,49704,2805525,Millerstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,49848,2805524,Mill Run CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,50860,2805527,Moores Mill CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,52816,2805531,Nealmont CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,53328,2805532,Newburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,54024,1214944,Newry borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,55584,2634249,Northwood CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,56761,2805535,Olivia CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,57016,2805537,Ore Hill CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,57040,2805538,Oreminea CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,58950,2805539,Penn Farms CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,60384,2805542,Pinecroft CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,61888,2805543,Point View CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,62984,2805546,Puzzletown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,63800,2805547,Red Hill CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,64000,2805549,Reese CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,64080,2805550,Reightown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,64256,2805551,Reservoir CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,65256,1214945,Roaring Spring borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,65328,2805552,Robeson Extension CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,66004,2805553,Roots CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,66568,2805555,Royer CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,67220,2805565,St. Clair CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,70020,2805559,Shelltown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,70032,2805560,Shellytown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,70608,2805561,Sickles Corner CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,70984,2813415,Skelp CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,70996,2807055,Ski Gap CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,13,Blair County,71298,2805562,Smith Corner CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,72988,2807057,Spring Drive Mobile Home Park CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,73456,2805564,Sproul CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,75296,2805568,Sunbrook CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,75936,2805570,Sylvan Hills CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,76880,2390393,Tipton CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,77808,1217320,Tunnelhill borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,78168,1214946,Tyrone borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,78186,2805574,Tyrone Forge CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,79496,2805576,Vail CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,80136,2812900,Vicksburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,85272,1214947,Williamsburg borough,INCORPORATED PLACE,C5,A
PA,42,13,Blair County,86480,2805578,Wopsononock CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,13,Blair County,87006,2805580,Yellow Springs CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,15,Bradford County,572,1214948,Alba borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,3392,1214949,Athens borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,10240,1214950,Burlington borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,11160,1214951,Canton borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,31208,2634232,Greens Landing CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,15,Bradford County,42824,1214952,LeRaysville borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,50432,1214953,Monroe borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,53152,1214954,New Albany borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,65944,1214955,Rome borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,68096,1214956,Sayre borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,72592,1214957,South Waverly borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,75944,1214958,Sylvania borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,77168,1214959,Towanda borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,77584,1214960,Troy borough,INCORPORATED PLACE,C5,A
PA,42,15,Bradford County,86656,1214961,Wyalusing borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,8760,1214962,Bristol borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,8819,2389244,Brittany Farms-The Highlands CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,17,Bucks County,12504,1214963,Chalfont borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,13648,2389320,Churchville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,16272,2584448,Cornwells Heights CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,17448,2389380,Croydon CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,19784,1214964,Doylestown borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,20104,1214965,Dublin borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,22280,2584454,Eddington CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,24712,2389063,Fairless Hills CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,25496,2584458,Feasterville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,36192,1214966,Hulmeville borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,37304,1214967,Ivyland borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,41392,1214968,Langhorne borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,41416,1214969,Langhorne Manor borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,42928,2390061,Levittown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,49440,2633665,Milford Square CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,51144,1214970,Morrisville borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,53296,1214971,New Britain borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,53712,1214972,New Hope borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,54184,1214973,Newtown borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,54268,2389553,Newtown Grant CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,58936,1214974,Penndel borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,59384,1214975,Perkasie borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,61624,2633666,Plumsteadville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,63048,1214976,Quakertown borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,64464,2389748,Richboro CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,64584,1214977,Richlandtown borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,64856,1214978,Riegelsville borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,69248,1214979,Sellersville borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,70744,1214980,Silverdale borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,72768,2633667,Spinnerstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,76304,1217321,Telford borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,77456,2584518,Trevose CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,77704,1214981,Trumbauersville borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,77744,1214982,Tullytown borough,INCORPORATED PLACE,C5,A
PA,42,17,Bucks County,80229,2390437,Village Shires CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,80962,2390453,Warminster Heights CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,86112,2390526,Woodbourne CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,86352,2390537,Woodside CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,17,Bucks County,86920,1214983,Yardley borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,9528,1214984,Bruin borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,10464,1214985,Butler city,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,10800,1214986,Callery borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,13152,1214987,Cherry Valley borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,13440,1214988,Chicora borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,15808,1214989,Connoquenessing borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,20904,1214990,East Butler borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,22128,1214991,Eau Claire borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,24248,1214992,Evans City borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,24832,1214993,Fairview borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,32688,1214994,Harmony borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,32896,1214995,Harrisville borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,35364,2389947,Homeacre-Lyndora CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,19,Butler County,38768,1214996,Karns City borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,40948,2633668,Lake Arthur Estates CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,19,Butler County,47672,1214997,Mars borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,48336,2389464,Meadowood CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,19,Butler County,48728,2389473,Meridian CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,19,Butler County,54552,2389556,Nixon CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,19,Butler County,55969,2389600,Oak Hills CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,19,Butler County,59672,1214999,Petrolia borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,62224,1215000,Portersville borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,62752,1215001,Prospect borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,68056,1215002,Saxonburg borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,69309,1217441,Seven Fields borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,69715,2390284,Shanor-Northvue CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,19,Butler County,71184,1215003,Slippery Rock borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,71210,2633670,Slippery Rock University CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,19,Butler County,78608,2633671,Unionville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,19,Butler County,79504,1215004,Valencia borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,83376,1215005,West Liberty borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,84064,1215006,West Sunbury borough,INCORPORATED PLACE,C5,A
PA,42,19,Butler County,87272,1215007,Zelienople borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,3296,1215008,Ashville borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,4768,2389187,Beaverdale CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,5400,2389201,Belmont CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,6976,2634205,Blandburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,9400,1215010,Brownstown borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,11456,1215011,Carrolltown borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,11616,1215012,Cassandra borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,13384,1215013,Chest Springs borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,15416,2389349,Colver CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,17136,1215014,Cresson borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,17976,1215015,Daisytown borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,18000,1215016,Dale borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,20336,2634214,Dunlo CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,20992,1215017,East Conemaugh borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,22144,1215018,Ebensburg borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,22712,1215019,Ehrenfeld borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,22976,2389032,Elim CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,25680,1215020,Ferndale borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,27360,1215021,Franklin borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,28328,1215022,Gallitzin borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,28720,1215023,Geistown borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,33080,1215024,Hastings borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,38288,1215025,Johnstown city,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,43248,1215026,Lilly borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,44664,1215027,Lorain borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,44704,1215028,Loretto borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,52312,2630028,Mundys Corner CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,52616,1215029,Nanty-Glo borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,55000,2086609,Northern Cambria borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,55996,2630613,Oakland CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,58432,1215030,Patton borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,62048,1215031,Portage borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,64288,2633672,Revloc CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,65088,2630615,Riverside CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,67352,2584504,St. Michael CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,67608,2389796,Salix CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,67920,1215032,Sankertown borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,68104,1215033,Scalp Level borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,70640,2584507,Sidman CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,72168,1215034,South Fork borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,72344,1215035,Southmont borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,73224,2390331,Spring Hill CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,75136,2086657,Summerhill borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,77808,1217320,Tunnelhill borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,78700,2633673,University of Pittsburgh Johnstown CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,21,Cambria County,80264,2390439,Vinco CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,80288,1215037,Vintondale borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,83584,1215038,Westmont borough,INCORPORATED PLACE,C5,A
PA,42,21,Cambria County,84240,2805572,Westwood CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,21,Cambria County,85528,1215039,Wilmore borough,INCORPORATED PLACE,C5,A
PA,42,23,Cameron County,19976,1215040,Driftwood borough,INCORPORATED PLACE,C5,A
PA,42,23,Cameron County,23600,1215041,Emporium borough,INCORPORATED PLACE,C5,A
PA,42,23,Cameron County,62784,2630034,Prospect Park CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,25,Carbon County,652,2629993,Albrightsville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,25,Carbon County,4816,1215042,Beaver Meadows borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,7880,1215043,Bowmanstown borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,21816,1215044,East Side borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,35172,2630015,Holiday Pocono CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,25,Carbon County,36904,2633697,Indian Mountain Lake CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,25,Carbon County,38200,1215045,Jim Thorpe borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,41464,1215046,Lansford borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,42472,1215047,Lehighton borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,53088,1215048,Nesquehoning borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,57696,1215049,Palmerton borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,58304,1215050,Parryville borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,75248,1215051,Summit Hill borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,77163,2630043,Towamensing Trails CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,25,Carbon County,77424,2390402,Tresckow CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,25,Carbon County,81856,1215052,Weatherly borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,82080,1215053,Weissport borough,INCORPORATED PLACE,C5,A
PA,42,25,Carbon County,82088,2390463,Weissport East CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,27,Centre County,100,2389113,Aaronsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,3792,2627942,Baileyville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,5256,1215054,Bellefonte borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,6960,2389214,Blanchard CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,7368,2389221,Boalsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,11544,2805472,Casanova CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,12376,1215055,Centre Hall borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,13768,2389321,Clarence CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,14760,2389339,Coburn CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,15860,2805477,Continental Courts CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,20604,2805488,Eagle Creek CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,20664,2584452,Eagleville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,35336,2805511,Holters Crossing CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,35888,2389956,Houserville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,35960,1215056,Howard borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,36064,2584471,Hublersburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,37544,2584473,Jacksonville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,38528,2389991,Julian CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,42632,2390057,Lemont CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,46504,2390108,Madisonburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,49368,1215057,Milesburg borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,49768,1215058,Millheim borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,50104,2584487,Mingoville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,50760,2389502,Monument CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,50879,2805529,Moose Run CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,51240,2584489,Moshannon CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,51552,2584490,Mount Eagle CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,54520,2584493,Nittany CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,55304,2389580,North Philipsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,57160,2584495,Orviston CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,58036,2389641,Park Forest Village CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,59580,2805541,Peru CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,60008,1215059,Philipsburg borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,60432,2389672,Pine Glen CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,60496,2389673,Pine Grove Mills CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,61232,2389684,Pleasant Gap CDP,CENSUS DESIGNATED PLACE,U1,S
